id,sale_date,address,city,state,zip,beds,baths,sqft,lot_sqft,year_built,property_type,sale_price,latitude,longitude,days_on_market,agent_name,agent_phone,sale_type,hoa_fee,description
217,2020-06-18,797 Maple St,Los Angeles,CA,93459,1,1.7,1914,200,1882,Condo,377405,33.017199,-82.236154,29,Cameron Davis,+1-860-539-2562,Conventional,202.9,"1 bed / 1.7 bath condo in Los Angeles, built in 1882."
218,2025-03-07,5252 Main St,San Antonio,TX,84289,1,1.4,2545,13253,2001,Single Family,339156,47.666766,-87.421139,14,Jamie Martinez,+1-487-756-1539,Mortgage,0.0,"1 bed / 1.4 bath single family in San Antonio, built in 2001."
219,2023-12-30,4039 Washington Ave,San Antonio,TX,86943,3,1.9,1469,7041,1916,Townhouse,158860,48.296237,-117.5417,16,Pat Davis,+1-278-506-3661,Conventional,199.25,"3 bed / 1.9 bath townhouse in San Antonio, built in 1916."
220,2020-10-13,979 Oak Ave,Seattle,WA,53480,4,2.1,602,3399,1978,Townhouse,130530,48.244896,-89.59268,9,Chris Anderson,+1-941-280-9204,FHA,142.27,"4 bed / 2.1 bath townhouse in Seattle, built in 1978."
221,2024-04-23,4578 Lakeview Rd,Columbus,OH,40427,1,1.0,1733,6742,1899,Single Family,330037,40.564116,-108.758084,29,Avery Wilson,+1-606-992-6347,Cash,0.0,"1 bed / 1 bath single family in Columbus, built in 1899."
222,2022-02-07,4939 Maple St,San Francisco,CA,39902,0,3.0,2610,200,1971,Single Family,862147,47.721609,-117.963369,60,Riley Brown,+1-896-799-7227,Cash,0.0,"0 bed / 3.0 bath single family in San Francisco, built in 1971."
223,2023-12-28,6009 Oak Ave,Chicago,IL,20752,4,1.0,3131,8898,1948,Single Family,579333,38.990225,-109.573212,0,Chris Martinez,+1-357-957-7383,FHA,0.0,"4 bed / 1 bath single family in Chicago, built in 1948."
224,2024-04-08,7453 Washington Ave,Chicago,IL,10680,4,1.3,1687,7266,1958,Single Family,312788,42.362748,-123.483913,17,Casey Johnson,+1-335-289-4070,VA,0.0,"4 bed / 1.3 bath single family in Chicago, built in 1958."
225,2020-07-09,6879 Washington Ave,Houston,TX,13442,4,1.6,2087,8271,1902,Single Family,335499,26.500631,-97.840391,8,Avery Wilson,+1-532-594-1202,FHA,0.0,"4 bed / 1.6 bath single family in Houston, built in 1902."
226,2020-12-13,4497 Lakeview Rd,Chicago,IL,83339,3,2.4,2177,6303,1942,Single Family,620591,42.710017,-94.277406,40,Blake Davis,+1-373-342-5405,FHA,0.0,"3 bed / 2.4 bath single family in Chicago, built in 1942."
227,2022-05-12,8223 Maple St,Phoenix,AZ,18292,1,1.0,1923,9065,1922,Single Family,214197,46.488306,-86.011606,13,Casey Garcia,+1-278-569-5123,Mortgage,0.0,"1 bed / 1.0 bath single family in Phoenix, built in 1922."
228,2025-04-27,5584 Washington Ave,Charlotte,NC,24021,4,1.0,300,8153,1914,Single Family,64825,32.225106,-95.350019,0,Riley Miller,+1-835-589-6399,VA,0.0,"4 bed / 1 bath single family in Charlotte, built in 1914."
229,2025-04-24,5328 Cedar Ln,Washington,DC,27842,1,1.0,1405,11774,1956,Single Family,177451,28.851103,-119.981959,5,Sam Williams,+1-690-521-3910,VA,0.0,"1 bed / 1 bath single family in Washington, built in 1956."
230,2021-07-28,9039 Pine Dr,San Francisco,CA,85481,5,1.2,906,6398,1942,Single Family,70335,44.885334,-79.010308,13,Pat Davis,+1-573-316-4273,Conventional,0.0,"5 bed / 1.2 bath single family in San Francisco, built in 1942."
231,2021-03-05,2380 Cedar Ln,Seattle,WA,13527,4,2.4,2366,6036,1998,Multi-Family,643267,29.652714,-75.047444,20,Cameron Jones,+1-909-270-7703,VA,0.0,"4 bed / 2.4 bath multi-family in Seattle, built in 1998."
232,2024-06-04,6666 Washington Ave,San Diego,CA,43119,6,1.2,2227,1851,1919,Condo,557676,27.005304,-122.909649,5,Riley Johnson,+1-659-812-8851,Conventional,261.7,"6 bed / 1.2 bath condo in San Diego, built in 1919."
233,2024-07-21,5916 Pine Dr,Seattle,WA,14818,2,1.4,1569,6422,1972,Condo,172592,34.384789,-110.650408,1,Drew Wilson,+1-853-287-2791,Mortgage,89.98,"2 bed / 1.4 bath condo in Seattle, built in 1972."
234,2023-10-19,272 Oak Ave,Washington,DC,15806,4,3.1,300,10343,2024,Co-op,80297,45.892647,-88.009121,15,Blake Davis,+1-970-539-8052,Cash,194.58,"4 bed / 3.1 bath co-op in Washington, built in 2024."
235,2023-02-16,6508 Lakeview Rd,Dallas,TX,39098,2,1.7,1168,7733,2010,Condo,174031,29.903593,-95.055111,67,Avery Anderson,+1-789-426-8303,FHA,192.66,"2 bed / 1.7 bath condo in Dallas, built in 2010."
236,2020-02-20,2421 Elm St,Denver,CO,75597,1,4.1,910,11856,1918,Single Family,225577,44.713321,-75.930408,54,Cameron Johnson,+1-502-625-2406,Cash,0.0,"1 bed / 4.1 bath single family in Denver, built in 1918."
237,2022-12-03,5325 Oak Ave,San Jose,CA,54966,4,3.4,1159,5745,1996,Townhouse,362051,38.002263,-68.820249,69,Cameron Miller,+1-687-299-8178,VA,41.36,"4 bed / 3.4 bath townhouse in San Jose, built in 1996."
238,2021-12-03,2958 Pine Dr,San Jose,CA,15856,1,2.8,1644,3346,1909,Single Family,402933,38.417423,-105.693757,176,Blake Johnson,+1-893-368-4996,Conventional,0.0,"1 bed / 2.8 bath single family in San Jose, built in 1909."
239,2021-04-19,6581 Main St,Austin,TX,83380,2,1.9,1305,13046,1989,Multi-Family,343940,30.224018,-86.283996,0,Chris Davis,+1-844-388-4053,VA,0.0,"2 bed / 1.9 bath multi-family in Austin, built in 1989."
240,2022-03-07,9559 Oak Ave,Washington,DC,35863,1,2.8,2279,8673,1995,Single Family,344165,39.009126,-79.428281,43,Alex Anderson,+1-419-410-5560,Cash,0.0,"1 bed / 2.8 bath single family in Washington, built in 1995."
241,2022-07-26,9880 Washington Ave,Seattle,WA,34505,3,2.9,3020,3117,1973,Single Family,976500,46.797484,-80.753227,41,Jamie Jones,+1-886-701-9646,FHA,0.0,"3 bed / 2.9 bath single family in Seattle, built in 1973."
242,2024-09-27,9769 Oak Ave,Washington,DC,61451,5,1.9,3247,5127,1909,Single Family,425162,30.796015,-111.74998,11,Cameron Wilson,+1-376-889-5873,Conventional,0.0,"5 bed / 1.9 bath single family in Washington, built in 1909."
243,2020-08-27,6952 Pine Dr,Phoenix,AZ,51049,3,2.2,1416,10623,1910,Single Family,347563,41.616614,-108.948467,9,Taylor Miller,+1-910-344-9369,VA,0.0,"3 bed / 2.2 bath single family in Phoenix, built in 1910."
244,2023-07-25,4832 Pine Dr,Denver,CO,60293,4,2.5,989,8804,1988,Single Family,93956,44.558553,-79.652561,32,Drew Anderson,+1-860-377-3733,VA,0.0,"4 bed / 2.5 bath single family in Denver, built in 1988."
245,2024-11-07,9300 Lakeview Rd,Philadelphia,PA,51232,2,1.2,2947,4159,1995,Condo,747023,25.935504,-85.989699,24,Morgan Smith,+1-696-339-4196,VA,73.73,"2 bed / 1.2 bath condo in Philadelphia, built in 1995."
246,2024-09-16,4885 Main St,Columbus,OH,99744,8,1.4,1900,10645,2005,Single Family,286608,30.795916,-121.700003,181,Cameron Garcia,+1-371-284-1505,Mortgage,0.0,"8 bed / 1.4 bath single family in Columbus, built in 2005."
247,2024-05-17,8469 Oak Ave,Dallas,TX,39470,2,2.3,2771,3609,2017,Single Family,255230,30.568436,-123.180258,31,Cameron Wilson,+1-960-991-9115,Conventional,0.0,"2 bed / 2.3 bath single family in Dallas, built in 2017."
248,2024-08-13,3680 Washington Ave,Denver,CO,24969,3,2.3,2672,14049,1948,Townhouse,664380,48.7763,-80.86638,26,Morgan Rodriguez,+1-974-242-8231,Conventional,156.76,"3 bed / 2.3 bath townhouse in Denver, built in 1948."
249,2025-08-08,2023 Maple St,Houston,TX,95678,3,2.6,1927,5174,1943,Single Family,440707,48.54683,-86.977991,162,Alex Garcia,+1-469-556-2425,VA,0.0,"3 bed / 2.6 bath single family in Houston, built in 1943."
250,2023-06-03,3490 Main St,San Antonio,TX,87060,3,2.1,3363,3977,1969,Townhouse,461313,41.581215,-84.263259,85,Blake Davis,+1-369-830-3281,Mortgage,0.21,"3 bed / 2.1 bath townhouse in San Antonio, built in 1969."
251,2023-01-08,4480 Oak Ave,Denver,CO,55982,2,1.0,2784,12740,2016,Single Family,532309,41.026254,-76.270076,18,Taylor Miller,+1-920-499-5740,Conventional,0.0,"2 bed / 1 bath single family in Denver, built in 2016."
252,2024-11-10,5377 Maple St,Phoenix,AZ,63948,1,2.4,2864,9386,1895,Co-op,742918,28.688585,-91.361388,15,Blake Brown,+1-918-335-5090,Mortgage,459.29,"1 bed / 2.4 bath co-op in Phoenix, built in 1895."
253,2021-07-04,6700 Cedar Ln,Fort Worth,TX,74154,4,1.4,1680,9726,1916,Single Family,341830,45.711924,-73.492674,7,Blake Davis,+1-584-662-2237,Cash,0.0,"4 bed / 1.4 bath single family in Fort Worth, built in 1916."
254,2020-01-06,1137 Washington Ave,Jacksonville,FL,69597,2,2.6,2030,6299,2004,Single Family,754928,33.046697,-120.180057,1,Pat Anderson,+1-295-948-8511,FHA,0.0,"2 bed / 2.6 bath single family in Jacksonville, built in 2004."
255,2021-10-23,8051 Elm St,San Antonio,TX,66314,5,1.9,561,4035,1934,Single Family,88581,43.22302,-68.837596,108,Pat Jones,+1-545-760-3139,Conventional,0.0,"5 bed / 1.9 bath single family in San Antonio, built in 1934."
256,2024-09-09,111 Washington Ave,Los Angeles,CA,16021,3,1.8,988,2955,1905,Condo,158858,30.052167,-77.885653,13,Cameron Smith,+1-327-361-8230,VA,68.42,"3 bed / 1.8 bath condo in Los Angeles, built in 1905."
257,2025-03-25,6192 Pine Dr,San Antonio,TX,27290,2,2.1,300,5399,1957,Single Family,80989,38.936778,-95.186001,4,Casey Johnson,+1-870-569-5102,Cash,0.0,"2 bed / 2.1 bath single family in San Antonio, built in 1957."
258,2024-03-26,3596 Lakeview Rd,Los Angeles,CA,61949,2,1.3,1780,200,1958,Condo,262606,38.782902,-85.968897,38,Jordan Davis,+1-871-293-2559,Cash,348.29,"2 bed / 1.3 bath condo in Los Angeles, built in 1958."
259,2022-06-30,2265 Lakeview Rd,Chicago,IL,27393,7,2.0,675,5790,1937,Single Family,262827,45.635072,-100.812126,13,Alex Smith,+1-912-551-2975,VA,0.0,"7 bed / 2.0 bath single family in Chicago, built in 1937."
260,2024-07-08,6370 Pine Dr,Chicago,IL,40008,3,2.0,2009,979,1978,Single Family,506578,30.515841,-92.498251,31,Jamie Johnson,+1-520-576-5902,Mortgage,0.0,"3 bed / 2.0 bath single family in Chicago, built in 1978."
261,2023-06-03,6845 Lakeview Rd,Phoenix,AZ,18966,2,1.0,2032,2365,2015,Single Family,410699,47.250971,-68.714188,10,Blake Brown,+1-650-559-4490,Mortgage,0.0,"2 bed / 1 bath single family in Phoenix, built in 2015."
262,2020-09-09,2390 Maple St,San Antonio,TX,21362,2,1.7,1374,10780,1905,Single Family,230851,44.102233,-114.017981,55,Avery Anderson,+1-593-559-8035,FHA,0.0,"2 bed / 1.7 bath single family in San Antonio, built in 1905."
263,2023-05-15,3466 Maple St,Dallas,TX,94491,2,1.7,2231,7184,1901,Single Family,630260,35.999766,-103.980495,4,Avery Anderson,+1-822-491-1439,FHA,0.0,"2 bed / 1.7 bath single family in Dallas, built in 1901."
264,2024-06-13,9830 Oak Ave,Fort Worth,TX,48737,1,2.6,1050,3328,1893,Townhouse,202745,28.707813,-96.225875,18,Jordan Garcia,+1-595-315-4949,VA,238.65,"1 bed / 2.6 bath townhouse in Fort Worth, built in 1893."
265,2020-09-27,7817 Oak Ave,Indianapolis,IN,11581,6,1.8,1913,200,1972,Multi-Family,621172,37.030615,-121.136148,21,Riley Wilson,+1-630-574-9951,Mortgage,0.0,"6 bed / 1.8 bath multi-family in Indianapolis, built in 1972."
266,2021-03-17,6906 Washington Ave,New York,NY,86986,0,1.0,3179,4850,1897,Single Family,623600,26.190745,-82.697898,8,Alex Smith,+1-607-718-5693,Conventional,0.0,"0 bed / 1 bath single family in New York, built in 1897."
267,2020-11-08,2645 Elm St,Fort Worth,TX,20803,2,1.7,1467,1479,2017,Single Family,258309,28.011671,-79.952029,41,Casey Johnson,+1-517-280-9377,Mortgage,0.0,"2 bed / 1.7 bath single family in Fort Worth, built in 2017."
268,2022-06-14,2000 Lakeview Rd,Fort Worth,TX,86865,4,2.1,2836,3124,1896,Single Family,622361,41.02883,-70.80731,97,Sam Williams,+1-259-450-2412,VA,0.0,"4 bed / 2.1 bath single family in Fort Worth, built in 1896."
269,2024-02-27,285 Pine Dr,Washington,DC,89800,3,1.9,2065,8133,1894,Single Family,244979,25.246828,-83.185152,99,Blake Anderson,+1-379-322-1207,Mortgage,0.0,"3 bed / 1.9 bath single family in Washington, built in 1894."
270,2024-08-11,2034 Main St,San Francisco,CA,55443,4,1.9,1160,2719,2013,Single Family,149321,26.483403,-118.73545,79,Sam Jones,+1-370-580-3079,FHA,0.0,"4 bed / 1.9 bath single family in San Francisco, built in 2013."
271,2021-06-22,8468 Elm St,Austin,TX,66272,2,1.1,1755,7939,1949,Single Family,199395,40.885927,-81.182903,19,Sam Wilson,+1-842-278-9128,VA,0.0,"2 bed / 1.1 bath single family in Austin, built in 1949."
272,2020-11-18,8436 Main St,Los Angeles,CA,75484,5,1.2,3197,9728,2025,Single Family,662552,29.574636,-113.47595,9,Casey Johnson,+1-787-890-2889,Mortgage,0.0,"5 bed / 1.2 bath single family in Los Angeles, built in 2025."
273,2022-01-15,5372 Maple St,Los Angeles,CA,11610,3,1.1,1983,12850,1942,Single Family,299059,39.305967,-99.270896,10,Riley Brown,+1-383-236-7870,Mortgage,0.0,"3 bed / 1.1 bath single family in Los Angeles, built in 1942."
274,2023-03-16,3756 Main St,Columbus,OH,51934,1,2.7,1884,11054,1949,Townhouse,285262,38.598526,-86.549262,51,Morgan Johnson,+1-714-889-1862,Mortgage,29.97,"1 bed / 2.7 bath townhouse in Columbus, built in 1949."
275,2024-05-03,6144 Maple St,Fort Worth,TX,19034,3,2.4,2205,6708,1999,Townhouse,242155,30.152701,-120.167652,118,Pat Jones,+1-535-288-8483,Cash,14.57,"3 bed / 2.4 bath townhouse in Fort Worth, built in 1999."
276,2021-05-11,4116 Pine Dr,San Jose,CA,83899,2,2.3,3464,200,1957,Condo,960231,26.208389,-120.99238,12,Cameron Miller,+1-805-705-4201,Conventional,67.6,"2 bed / 2.3 bath condo in San Jose, built in 1957."
277,2021-12-10,5138 Oak Ave,New York,NY,63744,3,2.4,562,10330,1886,Single Family,84315,33.701435,-78.074272,12,Blake Anderson,+1-209-543-1023,VA,0.0,"3 bed / 2.4 bath single family in New York, built in 1886."
278,2025-05-22,3892 Washington Ave,San Antonio,TX,79443,2,3.1,584,200,1940,Single Family,95224,44.401738,-77.053454,14,Alex Brown,+1-928-486-2524,Cash,0.0,"2 bed / 3.1 bath single family in San Antonio, built in 1940."
279,2022-11-01,2241 Maple St,Jacksonville,FL,70091,4,2.2,2159,3960,1901,Single Family,413561,40.75383,-68.644398,5,Taylor Martinez,+1-603-276-2020,VA,0.0,"4 bed / 2.2 bath single family in Jacksonville, built in 1901."
280,2022-03-15,3927 Oak Ave,San Jose,CA,44208,2,1.5,1029,5173,1960,Multi-Family,295221,26.843273,-103.784026,32,Sam Anderson,+1-534-525-8417,FHA,0.0,"2 bed / 1.5 bath multi-family in San Jose, built in 1960."
281,2020-12-02,5970 Maple St,San Antonio,TX,27840,5,1.6,1568,1722,1907,Single Family,129973,34.486224,-113.638605,2,Cameron Garcia,+1-521-616-2978,Conventional,0.0,"5 bed / 1.6 bath single family in San Antonio, built in 1907."
282,2020-09-02,5470 Pine Dr,Charlotte,NC,50410,2,3.0,840,4830,1998,Single Family,213999,37.058255,-82.305277,7,Jamie Brown,+1-902-511-1660,Mortgage,0.0,"2 bed / 3.0 bath single family in Charlotte, built in 1998."
283,2020-04-10,7508 Maple St,Chicago,IL,42534,7,2.2,3105,3067,1971,Single Family,1177318,44.990313,-93.203098,4,Blake Jones,+1-466-378-1509,VA,0.0,"7 bed / 2.2 bath single family in Chicago, built in 1971."
284,2020-10-13,3346 Washington Ave,Houston,TX,70560,4,2.4,1754,10875,1906,Townhouse,145974,31.527967,-123.636395,25,Jamie Smith,+1-263-999-4641,Mortgage,33.85,"4 bed / 2.4 bath townhouse in Houston, built in 1906."
285,2021-06-14,2210 Oak Ave,Jacksonville,FL,99952,7,1.9,2877,4102,1901,Single Family,763681,41.513093,-117.137908,32,Pat Johnson,+1-222-266-4239,VA,0.0,"7 bed / 1.9 bath single family in Jacksonville, built in 1901."
286,2020-04-13,583 Washington Ave,Austin,TX,26059,3,2.4,304,1352,1890,Multi-Family,66873,46.551152,-119.204723,42,Taylor Wilson,+1-643-941-7471,VA,0.0,"3 bed / 2.4 bath multi-family in Austin, built in 1890."
287,2021-01-18,4126 Cedar Ln,Columbus,OH,32650,1,1.0,893,7377,1970,Single Family,145368,47.235131,-100.081239,60,Casey Jones,+1-656-352-1567,Conventional,0.0,"1 bed / 1.0 bath single family in Columbus, built in 1970."
288,2020-06-28,4182 Main St,San Francisco,CA,64000,1,1.0,2854,6290,2020,Single Family,570062,34.544426,-68.493376,26,Casey Davis,+1-340-629-4267,Conventional,0.0,"1 bed / 1 bath single family in San Francisco, built in 2020."
289,2022-09-19,3046 Main St,Fort Worth,TX,57069,3,2.0,1606,9120,2002,Single Family,230268,44.976725,-78.078018,16,Morgan Wilson,+1-714-529-7363,FHA,0.0,"3 bed / 2.0 bath single family in Fort Worth, built in 2002."
290,2024-07-18,9668 Maple St,Austin,TX,88265,2,1.0,1311,8709,1936,Single Family,244700,33.025628,-101.509378,17,Chris Jones,+1-259-683-9674,FHA,0.0,"2 bed / 1 bath single family in Austin, built in 1936."
291,2021-06-29,6463 Elm St,Philadelphia,PA,23124,2,1.5,2286,8857,1943,Condo,569996,41.312733,-120.769215,9,Drew Anderson,+1-257-982-4594,Conventional,173.15,"2 bed / 1.5 bath condo in Philadelphia, built in 1943."
292,2024-07-09,9400 Pine Dr,Philadelphia,PA,33081,0,1.0,3054,2561,1940,Single Family,836638,46.266067,-72.945673,9,Sam Anderson,+1-567-805-1462,FHA,0.0,"0 bed / 1 bath single family in Philadelphia, built in 1940."
293,2020-12-25,3684 Main St,Denver,CO,34672,2,2.6,883,8066,2006,Single Family,201004,42.710823,-103.452953,5,Cameron Smith,+1-292-257-4811,Conventional,0.0,"2 bed / 2.6 bath single family in Denver, built in 2006."
294,2023-06-11,1075 Main St,Indianapolis,IN,72650,2,2.9,2284,10461,1880,Single Family,798429,36.224349,-88.694772,10,Jordan Brown,+1-548-934-3907,FHA,0.0,"2 bed / 2.9 bath single family in Indianapolis, built in 1880."
295,2024-09-29,1755 Elm St,Phoenix,AZ,86888,3,1.7,2149,6740,1916,Townhouse,634841,25.38881,-77.352316,45,Drew Miller,+1-274-582-7481,Conventional,191.83,"3 bed / 1.7 bath townhouse in Phoenix, built in 1916."
296,2024-02-08,9307 Elm St,San Jose,CA,52284,0,1.2,1258,2909,1914,Co-op,416441,41.23561,-90.128216,11,Riley Martinez,+1-698-864-6198,Mortgage,67.68,"0 bed / 1.2 bath co-op in San Jose, built in 1914."
297,2024-02-12,6515 Main St,San Diego,CA,97232,4,1.4,2377,1799,1924,Single Family,686432,26.438639,-116.534497,7,Sam Jones,+1-330-381-1029,Conventional,0.0,"4 bed / 1.4 bath single family in San Diego, built in 1924."
298,2025-06-04,2404 Elm St,Philadelphia,PA,88956,2,2.6,1122,10998,1961,Multi-Family,379851,36.168086,-123.220102,12,Avery Williams,+1-854-779-2705,VA,0.0,"2 bed / 2.6 bath multi-family in Philadelphia, built in 1961."
299,2020-12-09,286 Cedar Ln,Chicago,IL,41194,1,2.1,1581,11773,1968,Co-op,84417,48.167265,-121.126244,32,Blake Johnson,+1-925-886-6500,VA,130.54,"1 bed / 2.1 bath co-op in Chicago, built in 1968."
300,2024-05-30,6975 Pine Dr,San Antonio,TX,42707,4,2.2,1161,8513,1897,Single Family,167659,32.040482,-94.048192,37,Jamie Anderson,+1-201-249-7323,VA,0.0,"4 bed / 2.2 bath single family in San Antonio, built in 1897."
301,2022-02-07,7493 Oak Ave,Columbus,OH,74629,7,1.8,1095,3151,1976,Single Family,354727,25.389843,-82.459651,27,Jamie Garcia,+1-791-866-4695,Mortgage,0.0,"7 bed / 1.8 bath single family in Columbus, built in 1976."
302,2025-05-03,1328 Oak Ave,Los Angeles,CA,48654,3,1.4,2029,12140,1885,Single Family,299550,42.091289,-103.674018,0,Jamie Johnson,+1-550-374-7151,Mortgage,0.0,"3 bed / 1.4 bath single family in Los Angeles, built in 1885."
303,2022-06-02,1759 Elm St,Austin,TX,87860,1,2.2,2736,6537,2003,Condo,754822,34.119498,-89.393289,21,Blake Brown,+1-821-644-3573,Cash,14.87,"1 bed / 2.2 bath condo in Austin, built in 2003."
304,2024-01-18,3991 Oak Ave,San Antonio,TX,34901,2,1.3,1297,4847,1984,Condo,241198,32.337855,-101.045888,62,Sam Rodriguez,+1-471-876-5612,FHA,84.29,"2 bed / 1.3 bath condo in San Antonio, built in 1984."
305,2020-11-10,9933 Lakeview Rd,Los Angeles,CA,61498,3,2.8,1066,7306,2020,Townhouse,361009,36.999016,-82.375796,36,Alex Miller,+1-203-637-2435,FHA,79.8,"3 bed / 2.8 bath townhouse in Los Angeles, built in 2020."
306,2023-07-31,7815 Lakeview Rd,San Antonio,TX,22712,2,2.3,1432,200,1886,Single Family,362156,28.013195,-69.081643,6,Casey Johnson,+1-684-318-6052,VA,0.0,"2 bed / 2.3 bath single family in San Antonio, built in 1886."
307,2022-01-29,7304 Lakeview Rd,Dallas,TX,21945,2,1.3,1868,10721,2019,Single Family,765925,25.997895,-95.606593,51,Riley Miller,+1-391-656-1731,FHA,0.0,"2 bed / 1.3 bath single family in Dallas, built in 2019."
308,2020-11-05,8971 Washington Ave,Dallas,TX,39654,3,1.0,3071,8296,1948,Single Family,816128,29.558467,-84.000918,18,Chris Anderson,+1-883-299-2404,FHA,0.0,"3 bed / 1 bath single family in Dallas, built in 1948."
309,2022-03-03,3960 Lakeview Rd,Denver,CO,39820,3,1.7,1675,9064,2021,Single Family,462232,43.150091,-98.111531,15,Pat Rodriguez,+1-628-748-8779,Conventional,0.0,"3 bed / 1.7 bath single family in Denver, built in 2021."
310,2024-01-02,7457 Pine Dr,San Jose,CA,20348,3,1.1,2142,6308,1981,Multi-Family,394025,37.14236,-114.770389,12,Alex Rodriguez,+1-784-729-3415,Cash,0.0,"3 bed / 1.1 bath multi-family in San Jose, built in 1981."
311,2022-05-17,4325 Elm St,Philadelphia,PA,37772,4,1.0,715,3163,1929,Single Family,298627,47.572095,-87.020373,50,Jamie Martinez,+1-645-406-3422,Conventional,0.0,"4 bed / 1 bath single family in Philadelphia, built in 1929."
312,2023-02-04,9726 Washington Ave,Chicago,IL,21406,3,2.1,362,11961,1979,Single Family,54020,28.90386,-82.141156,14,Morgan Jones,+1-732-669-1202,Conventional,0.0,"3 bed / 2.1 bath single family in Chicago, built in 1979."
313,2023-04-19,8875 Elm St,Houston,TX,64321,1,3.7,2752,6850,1918,Single Family,979131,26.902727,-91.746518,23,Avery Johnson,+1-308-776-2654,FHA,0.0,"1 bed / 3.7 bath single family in Houston, built in 1918."
314,2023-03-17,2456 Washington Ave,Columbus,OH,44620,3,1.5,1622,1402,1978,Condo,245163,44.882528,-119.429355,84,Avery Garcia,+1-238-376-5512,VA,75.84,"3 bed / 1.5 bath condo in Columbus, built in 1978."
315,2020-04-10,5065 Cedar Ln,Los Angeles,CA,61877,6,3.2,2247,2745,1964,Condo,404451,41.134016,-96.567157,21,Sam Garcia,+1-475-581-1331,FHA,102.31,"6 bed / 3.2 bath condo in Los Angeles, built in 1964."
316,2021-04-11,6928 Oak Ave,Dallas,TX,74437,2,2.1,1328,9377,1905,Co-op,235440,39.387067,-72.563013,30,Taylor Jones,+1-961-653-6257,FHA,82.52,"2 bed / 2.1 bath co-op in Dallas, built in 1905."
317,2022-04-13,8542 Pine Dr,San Antonio,TX,67896,2,1.9,2060,10833,1934,Multi-Family,477527,44.822375,-88.006849,24,Sam Garcia,+1-977-728-7126,Cash,0.0,"2 bed / 1.9 bath multi-family in San Antonio, built in 1934."
318,2024-05-17,3388 Main St,Chicago,IL,50779,6,2.9,3348,11601,2009,Single Family,697986,26.922537,-98.815479,32,Pat Rodriguez,+1-782-229-3846,Mortgage,0.0,"6 bed / 2.9 bath single family in Chicago, built in 2009."
319,2022-01-08,6603 Oak Ave,San Diego,CA,14334,1,2.1,1417,979,1996,Single Family,250556,36.599063,-102.181306,21,Sam Williams,+1-480-577-8605,Conventional,0.0,"1 bed / 2.1 bath single family in San Diego, built in 1996."
320,2022-07-02,2779 Cedar Ln,New York,NY,41711,3,2.1,1212,10053,1975,Single Family,246194,27.352184,-121.488246,1,Taylor Garcia,+1-800-764-6730,FHA,0.0,"3 bed / 2.1 bath single family in New York, built in 1975."
321,2020-11-29,3487 Cedar Ln,Chicago,IL,47364,3,2.1,1436,5125,1887,Single Family,297807,37.445481,-109.986696,3,Pat Wilson,+1-998-419-4626,Mortgage,0.0,"3 bed / 2.1 bath single family in Chicago, built in 1887."
322,2025-06-03,9949 Main St,Columbus,OH,77276,4,2.8,300,10614,1885,Townhouse,83700,25.576121,-104.883818,16,Chris Martinez,+1-209-685-3167,Mortgage,390.47,"4 bed / 2.8 bath townhouse in Columbus, built in 1885."
323,2023-12-23,4228 Maple St,San Diego,CA,43081,1,2.1,2205,2336,1958,Condo,501029,29.296759,-78.541699,3,Blake Jones,+1-633-585-6713,VA,84.92,"1 bed / 2.1 bath condo in San Diego, built in 1958."
324,2022-03-24,9828 Cedar Ln,Charlotte,NC,49602,4,1.3,750,8010,2013,Townhouse,134668,34.832149,-68.241422,15,Avery Johnson,+1-207-723-7131,Conventional,89.35,"4 bed / 1.3 bath townhouse in Charlotte, built in 2013."
325,2021-11-19,3186 Pine Dr,San Jose,CA,99707,2,1.6,3079,10804,1907,Single Family,820581,41.609213,-116.02072,1,Casey Martinez,+1-532-483-5278,FHA,0.0,"2 bed / 1.6 bath single family in San Jose, built in 1907."
326,2024-07-01,517 Lakeview Rd,Indianapolis,IN,41496,3,2.2,1027,12516,1894,Townhouse,179228,33.58747,-90.154504,33,Chris Wilson,+1-613-876-6236,Mortgage,394.06,"3 bed / 2.2 bath townhouse in Indianapolis, built in 1894."
327,2024-02-17,3743 Lakeview Rd,San Jose,CA,44003,2,1.6,3476,12377,1987,Single Family,900224,33.515965,-79.527879,0,Alex Wilson,+1-925-785-4111,FHA,0.0,"2 bed / 1.6 bath single family in San Jose, built in 1987."
328,2024-09-17,2196 Cedar Ln,Jacksonville,FL,76494,4,2.5,2973,1553,1956,Townhouse,742543,37.328989,-107.573482,27,Blake Rodriguez,+1-385-500-2599,VA,235.18,"4 bed / 2.5 bath townhouse in Jacksonville, built in 1956."
329,2021-03-31,6189 Cedar Ln,Seattle,WA,33995,0,1.0,1774,8562,1965,Condo,491861,40.016366,-92.619694,2,Morgan Williams,+1-962-514-7889,FHA,194.88,"0 bed / 1 bath condo in Seattle, built in 1965."
330,2022-08-21,3287 Oak Ave,Denver,CO,48541,3,2.7,1947,11012,1998,Townhouse,470329,38.730951,-113.695246,73,Alex Martinez,+1-797-794-2166,VA,65.81,"3 bed / 2.7 bath townhouse in Denver, built in 1998."
331,2024-11-18,9429 Lakeview Rd,Fort Worth,TX,79446,2,2.4,332,200,1956,Single Family,88437,29.123907,-94.469583,2,Pat Brown,+1-340-405-6614,VA,0.0,"2 bed / 2.4 bath single family in Fort Worth, built in 1956."
